Item_Id,Playtime_Forever_Hours,Year_Launch,Genres
332200,772,2015,"2D, Difficult, Platformer, Retro, Cyberpunk, Great Soundtrack, Pixel Graphics, Exploration, Side Scroller, Metroidvania, Sci-fi, Singleplayer, Adventure, Action, Indie, Atmospheric"
332250,15,2015,"Female Protagonist, Shoot Em Up, Racing, 4 Player Local, Action, Local Multiplayer, Indie"
332260,13,2007,"Open World, Racing"
332310,6299,2017,"Exploration, Casual, Multiplayer, Building, Walking Simulator,  Open World, Comedy, Survival,  Family Friendly, Simulation, Singleplayer, Sandbox, Funny, Third Person, Co-op, Destruction, Adventure, Action"
332330,17,2015,"Co-op, Action, Twin Stick Shooter, Physics"
332360,736,2014,"Design & Illustration, Utilities, Animation & eling"
332370,1,2015,"Adventure, Visual Novel, Indie, Anime"
332380,157,2015,"RPG, Fantasy, 2D, Story Rich, Female Protagonist, Replay Value, Turn-Based, JRPG, Great Soundtrack, Strategy, Exploration, Character Customization, RPGMaker, Casual, Singleplayer, Adventure, Indie"
332390,111,2015,"RPG, Story Rich, Funny, Replay Value, JRPG, Strategy, Great Soundtrack, Exploration, RPGMaker, Casual, Adventure, Indie, Anime"
332400,131,2015,"RPG, Replay Value, Adventure, Pixel Graphics, Exploration, RPGMaker, Casual, Nudity, Strategy, Action, Indie, Anime"
332410,22,2016,"RPG, Story Rich, Female Protagonist, Exploration, RPGMaker, Casual, Adventure, Indie, Anime"
332480,236,2014,"2D, Difficult, Shoot Em Up, Bullet Hell, Action, Indie"
332500,8275,2015,"Massively Multiplayer, Multiplayer, RPG, Futuristic, Shooter, Base Building, Open World, Survival, Crafting, Early Access, Space, Singleplayer, Sandbox, Procedural Generation, Third Person, Co-op, Sci-fi, Adventure, Action, Indie"
332530,39,2015,"Local Co-Op, Horror, Rogue-lite, Shoot Em Up, Cute, Pixel Graphics, 4 Player Local, Action, Indie"
332540,26,2017,"RPG, Card Game, Adventure, Dungeon Crawler, Indie, Strategy, Rogue-like"
332570,879,2014,"Parkour, Multiplayer, Local Co-Op, Shooter,  First-Person, Open World, Comedy, Early Access, Family Friendly, Simulation, Singleplayer, Sandbox, Funny, Third Person, Physics, Memes, Co-op, Adventure, Indie"
332580,2,2015,"Platformer, Casual, Adventure, Puzzle, Indie"
332610,9,2015,"RPG, 2D, Female Protagonist, Magic, Side Scroller, Pixel Graphics, Metroidvania, Adventure, Action, Indie"
332620,83,2015,"2D, Post-apocalyptic, Colorful, Difficult, 3D Platformer, Platformer, Retro, Great Soundtrack, Pixel Graphics, Side Scroller, Exploration, Singleplayer, Robots, Adventure,  Indie, Puzzle-Platformer"
332630,3,2015,"Story Rich, Horror, Dark, Dark Fantasy, Historical, Adventure, Indie, Puzzle-Platformer"
332710,272,2014,"RPG, Turn-Based, Rogue-like, Indie"
332730,4,2015,"PvP, Multiplayer, Third Person,  Action, Indie"
332780,120,2014,"Post-apocalyptic, Realistic, Procedural Generation, Multiplayer, Difficult, Replay Value, Perma Death, Zombies,  Co-op, Top-Down, Open World, Action, Rogue-like, Indie, Survival"
332800,5680,2014,"Survival Horror, Resource Management, Horror, Dark, Historical, Mystery, Robots, Fast-Paced, Perma Death, First-Person, Atmospheric, Survival, Difficult, Story Rich, Adventure, Point & Click, Singleplayer,  Horror, Strategy, Indie"
332810,1,2014,"Hidden Object, Adventure, Casual, Point & Click"
332830,110,2014,"Puzzle, Casual, Indie"
332880,18,2015,"2D,  Action, Shoot Em Up, Abstract, ern, Bullet Hell, Strategy, Puzzle, Indie"
333100,1,2016,"Walking Simulator, Early Access, Simulation, Open World, Adventure, Indie, Survival"
333120,121,2014,"Difficult, Platformer, Physics, Casual, Singleplayer, Puzzle,  Indie, Atmospheric"
333210,150,2015,"Casual, Singleplayer, Strategy, Action, Indie"
333220,288,2014,"Female Protagonist, Cute, Visual Novel, Comedy, Adventure, Indie, Anime"
333250,116,2015,"RPG, 3D Platformer, Female Protagonist, Puzzle, Cute, Casual, Singleplayer, Adventure, Action, Indie, Anime"
333260,17,2014,"Platformer, Family Friendly, Casual, Singleplayer, Adventure, Indie"
333290,1,2015,"Platformer, Pixel Graphics, Arcade, Action, Indie"
333300,113,2015,"RPG, Fantasy,  2D, Difficult, Turn-Based, Strategy, Pixel Graphics, Singleplayer, Indie, Classic, Adventure, Rogue-like"
333330,89,2015,"RPG, Fantasy, Funny, Action RPG, Pixel Graphics, Co-op, Singleplayer, Adventure, Action, Indie"
333340,17,2016,"Massively Multiplayer,  Casual, Multiplayer, Building, RPG, Racing, Open World, Survival, Crafting, Early Access, Space, Simulation,  Sandbox, Sci-fi, Adventure, Action, Indie"
333350,11,2015,"Strategy, Grand Strategy, Turn-Based Strategy"
333380,2,2014,"RPG, Early Access, Rogue-like, Indie"
333390,126,2014,"RPG, Fantasy, Female Protagonist, Visual Novel, Romance, Adventure, Indie, Anime"
333430,10,2007,"Adventure, Detective, Mystery, Point & Click"
333490,156,2015,"Platformer, Pixel Graphics, 1990s, Adventure, Puzzle, Indie, Puzzle-Platformer"
333510,13,2015,"Female Protagonist, Platformer, Shoot Em Up, Bullet Hell, Action, Indie"
333540,22,2014,"Strategy, Simulation, Indie"
333580,33,2015,"Action, Casual, Indie"
333640,519,2015,"Exploration, RPG, Perma Death, Open World, Rogue-like, Post-apocalyptic, Difficult, Story Rich, Replay Value, Early Access, Great Soundtrack, Adventure, Procedural Generation, Retro, Strategy, Pixel Graphics, Sci-fi, Turn-Based, Indie, Turn-Based Tactics"
333650,7,2015,"Strategy, Point & Click, Casual, Adventure, Indie"
333660,161,2015,"Fantasy, Tower Defense, Strategy, Action, Indie"
333730,30,2015,"RPG, Perma Death,  Turn-Based Combat, Indie"
333760,120,2015,"Fast-Paced, Rogue-lite, Pixel Graphics, Indie, Action, Rogue-like, Top-Down Shooter"
333870,20,2014,"Arcade, Casual, Indie"
333880,136,2014,"RPG, Female Protagonist, Turn-Based, Touch-Friendly, Adventure, Casual, Strategy, Turn-Based Strategy, Hand-drawn, Indie, Atmospheric"
333930,181967,2015,"Massively Multiplayer, Parkour, Team-Based, Multiplayer, Fast-Paced, Shooter, Free to Play, First-Person, Open World, Controller, Gore, Post-apocalyptic, PvP, Female Protagonist, Singleplayer, Competitive,  Co-op, FPS, Action"
333950,5340,2015,"Medieval, Multiplayer, Building, Realistic, Open World, Atmospheric, Survival,  Crafting, Early Access, Simulation, Singleplayer, Sandbox, Physics, Strategy, Co-op, Destruction, Adventure, Action, Indie"
333970,116,2015,"Tactical, Singleplayer, Indie, Strategy, Multiplayer, Turn-Based Strategy"
333980,2202,2015,"Visual Novel, Casual, Sexual Content, RPG,  Mature, Cute, Beat em up, Open World, Comedy, Nudity, Female Protagonist, Great Soundtrack, Singleplayer, Dating Sim, Anime, Funny, JRPG, Adventure, Action"
334030,187,2015,"Card Game, Turn-Based, Free to Play, Strategy, Multiplayer, Turn-Based Combat, Indie, Turn-Based Tactics"
334070,254,2015,"Survival Horror, Horror, First-Person, Singleplayer,  Horror, Adventure, Action, Indie, Atmospheric"
334100,1,2015,"2D, Multiplayer, Platformer, Horror, Pixel Graphics, Co-op, Casual, Adventure, Action, Indie"
334120,108,2015,"Kickstarter, Great Soundtrack, Point & Click, Singleplayer, Comedy, Adventure, Puzzle, Indie, Atmospheric"
334140,12,2015,"Procedural Generation, Shoot Em Up, Casual, Action, Indie"
334190,14,2014,"2D, Horror, Casual, 1990s,  Local Multiplayer, Local Co-Op, Arcade, Gore, Difficult, Platformer, Great Soundtrack, Singleplayer,  Dark Fantasy, Violent, Retro, Pixel Graphics, Action, Indie"
334210,156,2016,"Multiplayer, Co-op, Tower Defense, Third-Person Shooter, Strategy, Action, Indie"
334230,44209,2014,"2D, Massively Multiplayer, Horror, Mystery, Casual, Multiplayer, RPG,  Comedy, Board Game, Survival, Great Soundtrack, Family Friendly, Funny, Memes, Co-op, Tactical, Strategy, Action, Indie"
334260,75,2015,"Fantasy, Story Rich, Steampunk, Great Soundtrack, Visual Novel, Singleplayer, Puzzle, Indie, Anime"
334270,40,2014,"RPG, Retro, Turn-Based, Tactical, Space, Simulation, Sci-fi, Singleplayer, 4X, Strategy, Turn-Based Strategy, Indie, City Builder"
334280,9,2016,"Rogue-lite, Perma Death, Singleplayer, Adventure, Action, Rogue-like, Indie"
334290,57,2014,"Massively Multiplayer, Exploration, Space, Simulation, Sci-fi, 4X, Strategy, Indie"
334300,273,2015,"Great Soundtrack, Casual, Strategy, Puzzle, Indie, Puzzle-Platformer"
334370,85,2016,"First-Person, Sci-fi, Adventure, Action, Indie"
334420,469,2015,"RPG, 2D, Resource Management, Rogue-lite, Strategy, Great Soundtrack, Exploration, Space, Sci-fi, Singleplayer, Indie, Adventure, Rogue-like, Atmospheric"
334560,240,2015,"Local Co-Op, Multiplayer, Online Co-Op, Action, Twin Stick Shooter, Indie"
334620,103,2015,"2D, Multiplayer, Funny, Sports, 4 Player Local, Action, Local Multiplayer, Indie"
334690,256,2015,"Difficult, Platformer, Pixel Graphics, Singleplayer, Adventure, Action, Indie"
334710,93,2014,"Colorful, Action, Difficult, Surreal, Illuminati, Great Soundtrack, Mystery, Abstract, Exploration,  , First-Person, Sci-fi,  Adventure, Puzzle, Indie, Atmospheric"
334840,109,2014,"Action, Twin Stick Shooter, Shoot Em Up, Indie"
334850,330,2015,"RPG, Female Protagonist,  Visual Novel, Simulation, Casual, Singleplayer, Romance, Dating Sim, Indie, Anime"
334980,1,2014,"Adventure, Walking Simulator, Indie"
335000,123,2015,"2D, Design & Illustration, Horror, Dark, Casual,  , Puzzle, Gore, Atmospheric, Fantasy, Story Rich, Great Soundtrack, Point & Click, Singleplayer, Choices Matter, Classic, Dark Fantasy, Adventure, Indie"
335010,1,2015,"Female Protagonist, Steampunk, Shoot Em Up, Bullet Hell, Indie, Anime"
335050,52,2014,"Simulation, MMORPG, Massively Multiplayer"
335070,56,2015,"Multiplayer, Sports, Racing, Simulation, Casual, Action, Indie"
335090,27,2015,"Action, Great Soundtrack, Racing, Indie"
335100,89,2014,"Tactical, Tower Defense, Strategy, Multiplayer, Sandbox, Building, Indie, Turn-Based Tactics"
335120,33,2015,"RPG, Fantasy,  , Kickstarter, Isometric, Pixel Graphics, Party-Based RPG, Exploration, Tactical, Singleplayer, Open World, Indie, Classic, Adventure, Dark Fantasy, Atmospheric"
335150,1073,2015,"2D, Massively Multiplayer, Action, Free to Play, Pixel Graphics, Co-op, Singleplayer, Bullet Hell, Adventure, Multiplayer, MMORPG, Anime"
335190,379,2015,"RPG, Turn-Based, Cute,  Horror, Adventure, Multiplayer, Indie, Anime"
335200,128,2015,"Action, Multiplayer, Cute, Visual Novel, Adventure, Puzzle, Local Multiplayer, Indie, Anime"
335210,4,2014,"Fantasy, Early Access, Exploration,  Adventure, Indie"
335220,126,2015,"2D, Casual, Music, Puzzle, Indie, Atmospheric"
335240,17853,2015,"2D, Massively Multiplayer, Casual, Multiplayer, Online Co-Op, Free to Play, Racing, Cute, Comedy, Puzzle, Survival, Platformer,  Adventure, Family Friendly, Funny, Co-op, Strategy, Action, Indie"
335300,86458,2015,"Medieval,  Dark, Action RPG, Multiplayer, RPG, Character Customization, Atmospheric, Fantasy, PvP, Difficult, Story Rich, Remake, Singleplayer, Dark Fantasy, Third Person, Co-op, Adventure, Action, Hack and Slash"
335320,71,2005,"Shooter, Action, FPS"
335330,4002,2012,"Massively Multiplayer, Casual, Multiplayer, Building, Shooter, Free to Play, First-Person, Open World, Survival, PvP, Singleplayer, Sandbox, Funny, Competitive, Zombies, Co-op, FPS, Adventure, Action, Indie"
335430,1006,2017,"Medieval, Multiplayer, Fast-Paced, Shooter, Free to Play, Magic, Third-Person Shooter, FPS, Action, Indie"
335450,141,2015,"RPG, Adventure, Choose Your Own Adventure, Indie"
335460,181,2015,"RPG, Adventure, Choose Your Own Adventure, Indie"
335550,56,2015,"Adventure, Puzzle, Indie, Puzzle-Platformer"
335560,92,2015,"Action, Casual, Indie"
335570,1,2014,Indie
335660,275,2011,"Female Protagonist, Horror,  Visual Novel, Casual, Adventure, Indie, Anime"
335670,2413,2014,"2D, Horror, Dark, RPG, Comedy, Atmospheric, Post-apocalyptic, Story Rich, Platformer, Great Soundtrack, Singleplayer,  Horror, Choices Matter, Funny, Dark Humor, Pixel Graphics, Side Scroller, RPGMaker, Adventure, Indie"
335690,259,2011,"Female Protagonist,  Visual Novel, Simulation, Casual, Dating Sim, Adventure, Indie, Anime"
335700,31,2016,"RPG, Shoot Em Up, Co-op, Indie, Adventure, Action, Twin Stick Shooter, Atmospheric, Top-Down Shooter, Gore"
335770,2,2015,"RPG, Action RPG, RPGMaker, Open World, Action, Indie"
335790,330,2014,"RPG, ,  Pixel Graphics, Casual, Singleplayer, Adventure, Action, Indie"
335820,367,2015,"RPG, PvP, Massively Multiplayer, Free to Play, Adventure, Multiplayer, MMORPG, Anime"
335830,108,2015,"2D, Top-Down, RTS, Rogue-lite,  Rogue-like, Atmospheric, Replay Value, Great Soundtrack, Space, Singleplayer, Procedural Generation,  , Tactical, Sci-fi, Strategy, Action,  Indie"
335840,191,2015,"Action, Casual, Cute, Indie"
335850,18,2015,"RPG, Post-apocalyptic, Early Access, Exploration, Sci-fi, Open World, Adventure, Indie"
335890,8,2014,"Card Game, Indie"
335900,238,2014,"RPG, Fantasy,  Retro, JRPG, Strategy, RPGMaker, Adventure, Turn-Based Strategy, Building, MMORPG, Indie"
335920,34,2015,"Singleplayer, Adventure, Indie, Music"
335940,7,2015,"Early Access, Singleplayer, Strategy, Multiplayer"
336010,51,2014,"Sports,  Racing, Simulation, Multiplayer"
336020,4,2015,"Casual, Indie, Point & Click"
336030,101,2016,"dable, Racing, Level Editor, Indie"
336040,100,2015,"RPG, Multiplayer,  Free to Play, Strategy, Action, Indie"
336060,52,1994,"2D, Retro, Shooter, Shoot Em Up, Bullet Hell, Singleplayer, Action, Cult Classic"
336080,129,2015,"Replay Value, War, Strategy, Historical, Singleplayer,  Turn-Based, Turn-Based Strategy"
336090,282,2014,"Online Co-Op, Shoot Em Up, Action RPG, Bullet Hell, Arcade, Action, Indie"
336100,89,2014,"Strategy, Action"
336110,23,2015,"Difficult, Zombies, Indie, Action, Top-Down Shooter, Gore"
336130,52,2016,"Post-apocalyptic, 2D, RPG, Female Protagonist, Point & Click, Pixel Graphics, Singleplayer, Adventure, Indie, Atmospheric"
336150,150,2015,"Simulation, Sports"
336200,297,2015,"Action, Casual, Strategy, Puzzle, Indie"
336220,3,2015,"Adventure, Action, Early Access, Indie"
336240,13,2016,"2D, Platformer,  Surreal, Great Soundtrack, Side Scroller, Adventure, Puzzle, Indie, Puzzle-Platformer"
336250,129,2015,"Action, Racing, Sports"
336280,263,2014,"RPG, 2D, Fantasy,  , Retro, Dark Fantasy, JRPG, Dark, Dark Humor, Great Soundtrack, Party-Based RPG, RPGMaker, Turn-Based, Turn-Based Combat, Indie"
336300,96,2017,"Strategy, Simulation, Indie, City Builder"
336380,145,2014,"Female Protagonist, Funny,  Great Soundtrack, Point & Click, Casual, Singleplayer, Adventure, Indie"
336420,404,2015,"Co-op, Strategy, Action,  Indie"
336510,1606,2013,"Medieval, Massively Multiplayer, Free to Play, Base Building, Simulation, Singleplayer, Strategy, Multiplayer, Building, City Builder"
336520,117,2015,"RPG, Massively Multiplayer, Multiplayer, Turn-Based, Free to Play, Adventure, Strategy, Action, MMORPG"
336530,2,2015,"Design & Illustration, Utilities, Software Training, Pixel Graphics,  Video Production, Animation & eling"
336610,211,2014,"RPG,  Third Person, Remake, Great Soundtrack, Sci-fi, Singleplayer, Open World, Classic, Adventure, Action"
336670,401,2015,"Multiplayer, Funny, Shooter, Free to Play, Co-op, Third-Person Shooter, First-Person, FPS, Comedy, Open World, Controller, Survival, Action, Casual, Gore"
336700,1243,2014,"Puzzle, Casual, Physics, Indie"
336710,106,2015,"Point & Click,  Comedy, Adventure, Indie"
336730,97,2015,"Point & Click,  Comedy, Adventure, Indie"
336840,29,2015,"Family Friendly, Action, Indie"
336930,3,2014,"Action, Shoot Em Up, Indie"
337000,13105,2016,"Cyberpunk, Illuminati, RPG, Futuristic,  , Shooter, First-Person, Open World, Atmospheric,  Story Rich, Great Soundtrack, Singleplayer, Third Person, Sci-fi, FPS, Adventure, Action, Stealth"
337040,259,2014,"RPG, Strategy, Sci-fi, Indie"
337070,80,2015,Utilities
337110,7,2015,"Adventure, Action, Indie, Platformer"
337150,467,2014,"Strategy, Co-op,  Singleplayer, Indie, Card Game, Multiplayer, Board Game"
337180,35,2015,"2D, Female Protagonist, Platformer, Shoot Em Up, Great Soundtrack, Metroidvania, Sci-fi, Singleplayer, Action"
337210,32,2015,"RPG, Adventure, Magic, Pixel Graphics, Strategy, Indie"
337220,61,2015,"Strategy, Simulation, Indie"
337270,135,2015,"RPG, 3D Platformer, Platformer, Family Friendly, Casual, Adventure, Multiplayer, Indie"
337320,3508,2015,"Multiplayer, Mature, Beat em up,  First-Person, Survival, Gore, Difficult,  Early Access, Fighting, Singleplayer, Sandbox, Funny, Violent, Physics, Pixel Graphics, FPS, Action, Indie"
337350,35,2015,"Difficult, Great Soundtrack, Casual, Action, Indie"
337360,16,2016,"Retro, Zombies,  Beat em up, Pixel Graphics, Action"
337410,124,2014,"RPG, Massively Multiplayer, Multiplayer, Horror, Free to Play, Action RPG, Open World, Adventure, Action, MMORPG"
337420,257,2014,"2D, Female Protagonist, Puzzle,  Puzzle-Platformer, Casual, Adventure, Action, Indie, Anime"
337450,1,2014,"Casual, Female Protagonist, Indie, Platformer"
337480,33,2015,"Local Co-Op, 2D, Zombies, Beat em up, Comedy, 4 Player Local, Adventure, Action"
337490,1,2016,"2D, Difficult, Minimalist, Platformer, Surreal, Physics, Great Soundtrack, Singleplayer, Controller, Adventure, Puzzle, Atmospheric, Indie, Puzzle-Platformer"
337630,383,2015,"Visual Novel, Anime, Sci-fi, Adventure, Indie, Puzzle-Platformer"
337650,1,2016,"Action, Difficult, Shoot Em Up, Great Soundtrack, Abstract, Top-Down Shooter, Puzzle, Twin Stick Shooter, Indie"
337670,11,2015,"Action, Casual, Indie, Platformer"
337680,44,2015,"Replay Value, Turn-Based, Adventure, Turn-Based Tactics, Tactical, Space, Simulation, Singleplayer, Sci-fi, Strategy, Turn-Based Combat, Turn-Based Strategy, Aliens"
337720,1,2016,"Adventure, Singleplayer, Indie, Point & Click"
337730,18,2015,"Action, Casual, Indie"
337760,1,2010,"Replay Value, Turn-Based, Grand Strategy,  Simulation, Singleplayer,  Strategy, Multiplayer, I, Turn-Based Strategy"
337820,11,2015,"Fantasy,  Adventure, Memes, Simulation, Sci-fi,  Singleplayer, Strategy, Sandbox, Indie"
337850,352,2015,"RPG, Fantasy,  Isometric, Turn-Based, Adventure, Strategy, Indie"
337880,7,2014,"Horror, Adventure, Simulation, Indie"
337930,116,2013,"Story Rich, Female Protagonist,  Visual Novel, Simulation, Romance, Dating Sim, Anime"
337940,268,2011,"Female Protagonist,  Visual Novel, Simulation, Casual, Adventure, Indie, Anime"
337950,1024,2016,"Massively Multiplayer, Horror, Multiplayer, RPG, Shooter, Free to Play, First-Person, Open World, Survival, Post-apocalyptic, PvP, Crafting, Early Access, Third Person, Zombies, Co-op, Third-Person Shooter, FPS, Adventure, Action"
